texts,LN1,LN2,LN3,LN4,LN5,LN6,LN7,LN8,LN9,LN10,sentence_index
原告又于2016年7月13日在《浙江法制报》上刊登债权催收公告对借款人及担保人进行公开催收。,0,0,0,0,0,0,0,1,0,0,1623
借款人华洋公司未依约履行还款义务，构成违约，应承担还本付息等违约责任。,0,0,0,0,1,1,0,0,1,0,6849
4、在本合同有效期内，工行解放路支行将主债权转让给第三人的，应及时通知韶峰集团，韶峰集团仍在原保证范围内继续承担连带保证责任。,0,0,0,0,0,0,1,0,0,0,3969
九、被告浙江长江能源发展有限公司、温州市长江能源海运有限公司、杨选建、汪清对上述第一、二、三、四、五项确定的债务承担连带偿还责任（包括双方签订的编号为33100520120002454号的《最高额保证合同》项下含本案在内的所有提供连带责任保证的债务，以最高额6000万元为限）。,0,0,0,0,0,0,1,0,0,1,7135
抵押财产为房地产，本合同所担保的主债权为在2014年6月11日至2017年6月10日期间编号为2020190114000020号的《最高额综合授信合同》项下发放的贷款、开出的信用证、保函、银行承兑汇票等，债权本金总额不超过8200万元；,0,0,1,0,0,0,0,0,0,0,1038
在2004年1月12日至2013年7月26日期间（其时间节点分别为：2004年1月12日、2007年8月21日、2009年7月28日、2011年7月26日、2013年7月26日，被告槽旅公司在乐商行提供的五份《乐山市商业银行到期（逾期）贷款催收通知书》上盖章，确认槽旅公司截至2013年7月20日仍欠本金1165万元，利息9350778.05元；,0,0,0,0,0,0,0,1,0,0,3089
在上述保证期间内，原告未向保证人主张权利，因此，四保证人的保证责任免除。,0,0,0,0,0,0,0,0,0,0,3071
1995年5月21日即合同约定的借款期限届满之日，浈江华城房地产开发公司、韶关市浈江区建筑安装工程公司均未能履行还款义务。,0,0,0,0,0,0,0,0,0,0,3760
同日，山东省高密市城里建筑工程有限公司与中国工商银行高密市支行签订保证合同，约定由山东省高密市城里建筑工程有限公司为上述借款提供连带责任保证。,0,0,0,0,0,0,1,0,0,1,6835
联邦伟业公司应按《债务重组协议》的约定按期偿还华融北分公司本金及重组收益。,0,0,0,1,1,1,0,0,0,0,6151
被告恩平市煤炭工业公司至今未到工商登记部门办理法定代表人变更手续。,0,0,0,0,0,0,0,0,0,0,803
本院认为，被告锦州市千缘燃烧设备制造有限公司及锦州锅炉有限责任公司与原债权人工行锦州市分行签订的2001年短期第0093号《流动资金借款合同》和2001年短贷字第0079号《保证合同》均系各方当事人的真实意思表示，合法有效。,0,0,1,1,0,1,0,0,0,1,7156
2014年12月29日商丘华商农村商业银行股份有限公司在《商丘日报》上发布《商丘华商农村商业银行股份有限公司债权处置送达暨债务催收公告》，通知借款人自公告发布之日起向买受人履行还款义务。,0,0,0,0,0,0,0,1,0,0,1420
在（2012）韶浈法民二初字第99号案审理过程中，韩国公司于2013年5月23日与周邦慧签订《债权转让协议》，将本案债权（包括与转让标的有关的全部从权利）转让给周邦慧，双方于2013年5月31日在南方日报A20版刊登了《债权转让、债权催收暨招商公告》。,1,0,0,0,0,0,0,1,0,0,3773
1、原审法院民四庭审理的是具有“涉外民事关系”的案件，而非所有“涉外因素”的民事案件，本案不符合关于涉外民事关系的规定，故本案未在民四庭审理；,0,0,0,0,0,0,0,0,0,0,6906
2013年10月21日，转让方华鑫信托公司与受让方华融北分公司、债务人联邦伟业公司签订《债权转让协议之补充协议》，约定将《债权转让协议》1.5条约定的基准日修改为2013年9月2日。,1,0,0,1,0,0,0,0,0,0,6121
被告浙江思奥箱包皮件有限公司必须在融资款项到期日无条件偿还中国农业银行股份有限公司瑞安市支行融资本息及相关费用；,0,0,0,0,0,0,0,0,0,0,557
现平安银行股份有限公司宁波分行余姚支行已将其根据上述合同对四位被告享有的全部权益转让给原告享有，因此原告有权要求四位被告依照合同约定履行义务，原告的诉讼请求具有事实和法律依据，本院予以支持。,1,0,0,0,0,0,0,0,0,0,7372
因此，原告瑞华公司作为抵押权人有权对被告纯品公司设定抵押的位于东莞市××农场村教育西路凯东新城凯旋阁D栋（AZ2#）、E栋（AZ1#）S240的房产（房地产权证号：粤房地权证莞字第××号）的房屋折价或者以拍卖、变卖该抵押物的价款优先受偿，案涉债务与6825案、6829案所应优先受偿的价款范围应以5000000元为限。,0,0,0,0,0,0,0,0,0,0,1572
被告瑞安市扬豪汽摩配件有限公司答辩称，《分户债权转让协议》、分户清单和公告均未记载被告瑞安市扬豪汽摩配件公司作为担保人签订的《最高额担保合同》（合同编号33100520120005714），故原告未将转让本案债权的事实通知债务人，就本案债权转让而言对被告瑞安市扬豪汽摩配件公司不发生效力，被告扬瑞安市扬豪汽摩配件公司不应承担相应清偿责任。,1,0,0,0,0,0,0,0,0,0,6712
2014年8月22日，原告信达公司与瑞安农行签订编号（2014）浙农温州批量02单39《分户债权转让协议》，约定：瑞安农行将其对借款人高朗公司享有的包括编号33010120130014183号借款合同在内的十一笔债权转让给原告信达公司；,1,0,0,0,0,0,0,0,0,0,4975
"该案判决生效后,经雷州市人民法院审判委员会讨论决定，于2010年4月23日作出（2010）雷法民监字第1号民事裁定，裁定对（2008）雷法民初字第1572号案进行再审。",0,0,0,0,0,0,0,0,0,0,1969
本院认为，原海兴县农村信用合作联社小山信用社与被告刘子良、刘子旺签订的保证担保借款合同，系双方当事人真实意思表示，合法有效，小山信用社已如约向被告刘子良履行了提供贷款的合同义务，而二被告经催要未履行还本付息的义务已构成违约，理应承担违约责任。,0,0,0,0,0,0,0,1,0,1,2655
华夏银行温州分行已将其对益丰公司所享有的关于涉案《流动资金借款合同》项下主债权及相关的担保权利转让给原告，并以登报公告的方式通知债务人和担保人，该债权转让对债务人和担保人已发生法律效力。,0,0,1,0,0,0,0,0,0,0,2923
根据《最高人民法院关于审理涉及金融资产管理公司收购、管理、处置国有银行不良贷款形成的资产的案件适用法律若干问题的规定》第一条、第二条、第六条的规定，华融公司与工商银行东坑支行的上级管理机构工商银行广东分行签订的债权转让协议协议，经过了登报公告，合法有效，华融公司取得案涉工商银行东坑支行对于华杰公司的债权。,1,0,0,0,0,0,0,0,0,0,1565
保证范围主合同项下的全部债务，即全部本金、利息（包括复利和罚息）、违约金、赔偿金、债务人应向债权人支付的其他款项（包括但不限于有关手续费、电讯费、杂费、国外受益人拒绝承担的有关银行费用等）、债权人实现债权与担保权利而发生的费用（包括但不限于诉讼费、仲裁费、财产保全费、差旅费、执行费、评估费、拍卖费、公证费、公告费、律师费等）。,0,0,0,0,0,0,0,0,0,0,1278
本院认为，中国工商银行惠阳县支行与被告惠阳物业开发（集团）实业发展公司于1993年2月5日签订的《中国工商银行广东省分行抵押贷款合同》和中国工商银行惠阳市支行于1997年12月12日与被告惠阳物业开发（集团）实业发展公司签订的《中国工商银行人民币短期借款合同》，是双方的真实意思表示，内容没有违反法律规定，合法有效。,0,0,1,1,0,1,0,0,0,0,3665
2008年5月22日，中国东方资产管理公司杭州办事处将上述债权转让给东富资产管理公司。,1,0,0,0,0,0,0,0,0,0,2936
原告汇川电子公司诉称，2001年8月24日，被告科星印刷公司向中国工商银行大丰市支行（以下简称工行大丰支行）借款25万元，约定借款期限1年，月息6.24‰，后陆续归还本金12.7万元，余12.3万元本金及利息经多次催要未能归还。,0,1,0,1,0,1,0,1,0,0,5670
此后，从2005年5月开始，涉案债权从工商银行斗门支行逐步转让给中国华融资产管理公司广州办事处、河源市城区惠中贸易中心、刘坤林、珠海经济特区宝赢实业有限公司、巴州若谷商贸中心，涉案债权均在《南方日报》上刊登了债权转让暨债务催收公告。,1,0,0,1,0,0,0,1,0,0,742
保证期间从本合同生效日起至主合同项下具体授信债务履行期限届满之日后两年；,0,0,0,0,0,0,0,0,0,0,2158
原债权银行告已依约履行了合同义务，向被告大柏树公司开具了银行承兑汇票，但承兑汇票已到期后被告未按约支付承兑票款，根据双方约定承兑汇票到期日前银行未获清偿的票款，转为逾期贷款，并根据逾期天数及逾期金额，按日利率万分之五计收罚息，故被告大柏树公司应按约承担还款义务和违约责任。,0,0,0,0,1,0,0,0,0,0,3581
但被告浙江侨力投资有限公司承担担保责任的范围与其合同编号为2011年高保字E00403号《最高额保证合同》项下担保的其他债务合计不超过1000万元。,0,0,0,0,0,0,0,0,0,1,4639
双方在苍南县国土资源局办理了抵押登记手续，成都农商行取得了证号为苍他项（2013）第00795号、苍他项（2013）第00796号土地使用权他项权证，本案抵押权成立。,0,0,0,0,0,0,0,0,0,0,1507
四、被告徐启慧、金小红共同在2000万元范围内对上述第一项债务承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,4493
淄博工商银行高新区支行转让债权后，通知了债务人怡浦公司，该债权转让行为对怡浦公司发生法律效力，怡浦公司应当向债权受让人盛泉公司履行清偿义务。,1,0,0,0,0,0,0,0,0,0,6252
大湖口镇政府接受了砖厂关闭后的资产，原安福乡政府收取了砖厂57.1万元的承包费，现大湖口镇政府合并了原安福乡政府，根据“债随资产走”的原则，依法应承担原安福乡政府的债务。,0,0,0,0,0,0,0,0,0,0,6863
本院认为，原告振富工贸公司与齐商银行青州支行签订的债权转让协议书，被告装载机厂公司、赵厚祥、丁厚霞、精益液压公司、瑞通塑料公司与齐商银行青州支行签订的借款合同、保证合同，均是当事人各方的真实意思表示，不违反法律、行政法规的禁止性规定，均合法有效。,1,0,1,1,0,1,0,0,0,1,538
惠来县公安局交通警察大队（下称“惠来交警大队”）经现场勘查和调查取证，认定郑某某应承担此事故的全部责任，原告不承担此事故的责任。,0,0,0,0,0,0,0,0,0,0,3239
广发银行瓯海支行已依约发放贷款，被告佳信公司未按约偿付借款本息，已构成违约，应即清偿余欠的借款本息，并按照合同约定支付期内利息的复利以及逾期利息。,0,0,0,1,1,0,0,0,1,0,3816
但其对包括上述债务在内的合同编号为2015年保字Y120003号的《最高额保证合同》项下所有债务的连带清偿总额以3544万元为限。,0,0,0,0,0,0,0,0,0,1,6745
被告要对原告履行还款义务。,0,0,0,0,1,0,0,0,0,0,1253
原告以书面方式通知被告还款，被告在原告提供的还款通知书上签名确认，同意30天内还清借款本息，期满后被告未履行还款付息义务，属违约。,0,0,0,0,0,0,0,0,0,0,484
2016年5月27日，信达公司与原告坤盛公司签订了《债权转让协议》，协议约定，信达公司将其对借款人大江公司项下的债权及相关从权利等转让给原告。,1,0,0,0,0,0,0,0,0,0,5873
2014年1月16日，江苏银行向中兴公司发出催收逾期贷款本息通知书，称中兴公司于2012年12月14日从该行借款250万元，借款合同编号为JK063212000155，到期日2013年12月13日，现已逾期，要求中兴公司抓紧筹措资金，尽快偿还。,0,1,1,0,1,0,0,1,0,0,5535
2013年4月12日，宏达公司与江苏银行签订了编号为BZ062413000057的《保证担保合同》，由宏达公司为双盛公司就上述《流动资金借款合同》提供连带责任保证担保，保证范围为双盛公司在主合同项下发生的全部债务，包括但不限于本金、利息、罚息、诉讼费等，保证期间为本合同生效之日起至主合同项下债务到期（包括展期到期）后满两年之日止。,0,0,1,0,0,0,1,0,0,1,906
长虹公司主张该债权转让协议有效于法有据，应予支持。,0,0,0,0,0,0,0,0,0,0,1973
据此，依照《中华人民共和国合同法》第八条、第七十九条、第八十条、第一百零七条，《中华人民共和国担保法》第十二条、第十八条、第二十一条、第二十二条，最高人民法院《关于适用〈中华人民共和国公司法〉若干问题的规定（二）》第十一条，《中华人民共和国民事诉讼法》第一百四十四条之规定，判决如下：,0,0,0,0,0,0,0,0,0,0,312
三、被告罗永海对上述第一、二项付款义务在其与交通银行股份有限公司光明支行签订的《最高额保证合同》约定的保证担保范围内承担连带清偿责任；,0,0,0,0,0,0,1,0,0,1,1965
双方的借款关系有《农村信用合作社抵押担保借款合同》、《农村信用合作社贷款凭证》的原件为证，借款事实清楚，借款关系合法有效，应受法律保护。,0,0,1,0,0,0,0,0,0,0,95
2014年8月15日，生活秀集团管理人召开第二次债权人会议，确认了原告的上述债权金额为5646702.6元。,0,1,0,0,0,0,0,0,0,0,5108
本院认为：农行萧山分行与被告林沐之间的金融借款合同依法成立且合法有效。,0,0,1,1,0,0,0,0,0,0,496
热作公司与陵水农行共发生4笔借款：于1993年11月29日、1994年12月23日签订《中国农业银行信用借款契约》，借款27万元、19万元，借款月利率10.98‰，借款期限为1年；,0,1,1,1,0,1,0,0,0,0,2312
被告经本院合法传唤，未到庭应诉，应视为其放弃了对原告相应主张的抗辩权利。,0,0,0,0,0,0,0,0,0,0,1223
中行温州分行将涉案债权转让给浙商资产公司，相应的保证债权一并转让，故各保证人应对涉案欠款承担连带保证责任，但鉴于本案主债务人庄吉船业公司已由法院裁定进入破产重整，依照《中华人民共和国企业破产法》第一百二十四条的规定，保证人在破产程序终结后对主债务未清偿部分继续承担清偿责任。,1,0,0,0,0,1,1,0,0,0,1838
本院经审理认定：2013年8月2日，中国农业银行股份有限公司温州瓯海支行（以下简称农业银行瓯海支行）与被告签订编号为33010120130026122的《流动资金借款合同》，合同约定：1、借款金额400万，期限自2013年8月2日起至2014年8月1日止。,0,1,1,1,1,0,0,0,0,0,1269
一、被告潮阳市顺源贸易有限公司应于本判决发生法律效力后15日内支付原告汕头市福稻食品有限公司借款本金855000元及利息（其中，从1999年3月3日起至1999年6月1日止，计息本金为90万元；,0,0,0,0,1,0,0,0,1,0,4580
五、魏桂梅、魏仁富、魏仁发对东莞市奥朗化工商贸有限公司的案涉债务承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,1886
同年7月1日，云集工行依约向富程魔芋公司发放贷款1400万元，约定还款日为2015年6月23日，贷款利率为基准利率上浮20%，实际放款日利率为7.2%，逾期加收50%。,0,1,0,1,0,1,0,0,0,0,2062
因源丰工贸公司存款账户内余额不足，恒丰银行东营分行于2016年5月19日向受益人垫付了信用证款项。,0,0,0,0,0,0,0,0,0,0,2713
本院经审理认定，2013年8月13日，案外人蔡普式、金小微、金益余、奥凯嘉集团有限公司及被告陈成坤与中国农业银行股份有限公司瑞安市支行签订编号为33100520130012718号《最高额保证合同》，合同约定：蔡普式、金小微、金益余、奥凯嘉集团有限公司及被告陈成坤自愿为原告与瑞安市宝润金属制品有限公司在2013年8月13日起至2014年8月12日期间形成的债权在最高债权额1950万元内提供保证担保，担保的每笔业务的种类、金额、利率、期限等内容以相关法律文书或凭证为准。,0,0,0,0,0,0,0,0,0,1,4161
2、被告宁波市镇海金秋贸易实业公司、宁波鼎能物流机械制造有限公司、宁波市镇海中正园艺工具有限公司、宁波凯亿轴承有限公司、郑忠义与方小苹对前述第一项借款中的本金10500000元及相应的利息、罚息等承担连带责任（截至2015年8月21日的利息为793054.18元，自2015年8月22日起以本金10500000元为基数，按年利率9.9%计算罚息至实际清偿之日止），其在承担保证责任后，有权向被告宁波华科科技有限公司追偿；,0,0,0,0,0,0,1,0,0,0,4228
2005年7月31日，工行吉林市营业部将该笔债权转让给中国东方资产管理公司长春办事处（以下简称东方资产公司），后东方资产公司又转让给吉林省国有资产管理有限责任公司（以下简称吉林国资公司）。,1,0,0,0,0,0,0,0,0,0,4509
工行大街支行作为抵押权人与船营房地产公司作为债务人、恒源建筑公司作为抵押人共同签订《房地产业借款（抵、质押）担保合同》，约定抵押人恒源建筑公司将其所有的吉林市昌邑区重庆路102#综合楼1-7轴房屋作为抵押物为债务人船营房地产公司提供抵押担保，并于1999年7月29日在产权登记部门办理了抵押登记。,0,0,1,1,0,1,0,0,0,0,6948
本案《流动资金借款合同》及《最高额抵押合同》均约定争议解决适用中华人民共和国法律，债权受让人明策伟华同意本案按该合同约定适用中华人民共和国内地法律。,0,0,1,0,0,0,0,0,0,0,2091
在本案中，清算组以公开挂牌转让的方式将其对被告所享有的债权本金（本案为5，060，000.00元）及利息转让给粤财公司；,1,0,0,0,0,0,0,0,0,0,857
上述合同签订后，信达公司广州办事处于2005年9月29日向林意生、林社朝、郑佩卿、林裕辉发出债权转让通知，告知四人其已将其所拥有的中山交银2000年贷字294号、中山交银2001年贷字088号、中山交银2001年贷字151号借款合同项下的贷款本金和利息债权依法转让给霞湖世家公司，林意生、林社朝、郑佩卿、林裕辉应向霞湖世家公司履行原抵押合同（中山交银2000年最抵字第111号）项下的全部义务。,1,0,0,0,0,0,0,0,0,0,5991
当主协议债务人未按主协议约定履行债务时，无论华融北分公司对主协议项下的债权是否拥有其他担保（包括但不限于保证、抵押等担保方式），华融北分公司均有权要求李生、尹文佳在其担保范围内承担担保责任，华融北分公司放弃、变更或者丧失其他担保权益的，李生、尹文佳的保证责任仍持续有效，不因此而无效或减免。,0,0,0,1,0,1,0,0,0,0,6097
四、由被告夏槐莲、杨文杰对上述判决第一项在15000万元最高金额范围内承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,4303
六、浙江恒达实业集团有限公司对上述第一至五项付款义务及（2016）浙0109民初04442号民事判决中浙江和合光伏玻璃技术有限公司对浙江省浙商资产管理有限公司的付款义务之和在最高本金限额6000万元所产生的债务总额范围内承担连带责任；,0,0,0,0,0,0,1,0,0,0,2745
2005年7月23日，中国工商银行山东省分行与长城资产公司签订债权转让协议，将该行对被告鄄城五金交电享有的275.5万元贷款本金及利息转让给长城资产公司（协议附件中列明了贷款本金及相应利息）。,1,0,0,0,0,0,0,0,0,0,4910
建行洛江支行与被告李逸程、张淑芬签订的《自然人最高额保证合同》，也系双方当事人真实意思表示，内容未违反法律、法规强制性规定，保证合同合法有效。,0,0,0,1,0,0,0,0,0,1,29
佛山源木公司主张钟少辉于2000年6月16日在《债权转移确认通知书回执》上签名及按捺指纹，对案涉债权产生诉讼时效中断的法律效力的意见，本院不予采纳。,0,0,0,0,0,0,0,0,0,0,2789
第二，关于利息的起止日期问题，根据《银行承兑汇票》第三条，葫芦岛银行在凭票支付汇票金额后，天辰物流尚未支付的部分形成垫款，葫芦岛银行收取利息，因承兑汇票实际发生垫款时间为2017年1月10日，故被告应从该日起支付利息，另，根据《最高人民法院关于审理涉及金融不良债权转让案件工作座谈会议纪要》的精神，中祥佳业作为非国有资产管理公司债权受让人，向债务人主张债权受让日之后发生的利息，本院不予支持。,0,0,0,0,0,0,0,0,0,0,2473
还查明，《授信额度合同》及《补充协议》约定的违约金标准是日万分之五，《厂商银预付款三方合作协议》约定的违约金标准是日万分之十，在已生效的判决中将违约金调整为年18%，原告信用资产公司对此予以认可，并主张按照年18%的标准计收罚息。,0,0,1,0,0,0,0,0,0,0,774
五、驳回原告中国信达资产管理股份有限公司湖北省分公司其他诉讼请求。,0,0,0,0,0,0,0,0,0,0,4348
六、被告浙江泰运新材料有限公司对上述第一项确定的债务承担连带偿还责任（包括合同编号2013120501的《最高额保证合同》项下含本案在内的提供连带保证责任的所有债务，以最高额2040万元为限），承担连带保证责任后，有权向被告温州市金汇不锈钢制造有限公司追偿；,0,0,0,0,0,0,1,0,0,1,5585
2、由被告浙江弗兰实业有限公司、胡慧敏、胡凤仙、潘高飞对永康市灵捷汽车配件有限公司的上述债务承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,6219
但被告浙江驰力汽车制动装置有限公司对包括上述债务在内的编号为33100520130010786号《最高额保证合同》项下所有主债务的连带清偿总额以最高债权额1500万元为限。,0,0,0,0,0,0,1,0,0,1,5220
由于双方对最高额保证合同中涉及的贷款余额是否包括利息、罚息等全部债务作出明确约定，且还约定对新增贷款保证的最高额仅为4000万元，故应当认定该最高额保证合同所指的最高额为贷款本金及其利息、罚息等之和，韶峰集团只对该期间所发生贷款本金及其利息、罚息等在4000万元总额内承担连带保证责任。,0,0,0,0,0,0,1,0,0,1,4019
2014年7月10日，江苏银行与东方资产公司签订《单户资产转让协议》，将涉案《流动资金借款合同》项下的对双盛公司的全部债权本金1999396.87元及截止转让基准日2014年3月31日的利息99428.83元和该债权的从属权利保证债权转让给东方资产公司，并于2014年8月12日在《江苏经济报》刊登了资产转让通知暨债务催收公告，该债权转让合同系当事人真实意思表示，内容并不违反法律规定，同时东方资产公司已对债权转让的事实通过公告的方式通知了债务人和保证人，故该债权转让合同有效，且已对本案各被告发生效力。,1,1,1,0,0,0,0,1,0,0,926
2005年9月20日，中国工商银行山东省分行与长城资产公司在《大众日报》发表债权转让通知暨债务催收联合公告，对债权转让进行了公告，并对债务进行了催收。,1,0,0,0,0,0,0,1,0,0,4941
但被告温州荣发装饰材料有限公司承担保证责任的范围与其签订的编号为3520116000-2号的《最高额保证合同》项下保证的其他债务合计不超过1200万元。,0,0,1,0,0,0,0,0,0,1,3048
请求法院对转让程序进行审核，防止国有资产的非法流失。,1,0,0,0,0,0,0,0,0,0,1457
另查明五：2013年4月25日，被告牛冬冬向招行佛山分行出具《个人贷款不可撤销担保书》，承诺为编号为招银佛个字第201306102《个人购房借款及担保合同》项下的借款提供连带保证担保，担保范围包括借款本金、利息、罚息、复利及律师费等。,0,0,1,0,0,0,1,0,0,1,194
规定，原告请求被告支付从2005年6月30日次日起至还清借款之日止以中国人民银行同期同类贷款利率计算利息，符合法律规定，本院予以支持。,0,0,0,0,0,0,0,0,1,0,2046
2014年11月3日，原告与中国银行在《浙江法制报》刊登债权转让暨催收联合公告，对主债务人及各担保人进行债权转让告知及债务催收。,1,0,0,0,0,0,0,1,0,0,4086
保证期间自主合同项下的借款期限届满之次日起两年；,0,0,0,0,0,0,0,0,0,0,2109
被告借款后，初期能依时清偿。,0,0,0,0,0,0,0,0,0,0,5777
中国银行将上述债权转让给了东方公司，并将债权转让事宜刊登公告，该债权转让行为对各被告发生效力。,1,0,0,0,0,0,0,0,0,0,4142
上述《最高额保证合同》约定，保证方式为连带责任保证；,0,0,0,0,0,0,1,0,0,1,1366
本院再审时，第二水泥厂提交的工行高州支行《关于高州市化建工业总公司的有关情况说明》（附明细表）反映化建公司在该行办理的贷款共计七笔，贷款金额合计1938万元，均属借新还旧贷款及展期贷款。,0,1,0,1,1,0,0,0,0,0,2219
故，该通知书可作为确认债权的依据。,0,0,1,0,0,0,0,0,0,0,5018
七、如被告温州市太平洋石油化工有限公司未履行上述第一、二、三、四、五项确定的债务，原告中国信达资产管理股份有限公司浙江省分公司对被告厉云国、陈巍巍共同共有的坐落于温州市鹿城区学院东路嘉和花园A4幢103室房产（房产权证号：温房权证鹿城区字第××、527059号）的拍卖、变卖或折价所得价款享有优先受偿权（包括双方签订的编号为33906201000028908号《最高额抵押合同》项下含本案在内的所有提供抵押担保债务，以最高额人民币714.3万元为限）；,0,0,0,0,0,0,0,0,0,0,7133
荣兴营业部已依约发放贷款90万元，被告顺源公司应按双方的约定，在借款到期时履行还本付息的义务。,0,1,0,0,1,1,0,0,1,0,4575
因此，原告有权请求2004年1月1日至2010年3月11日东方公司转让之前的利息，根据《中国人民建设银行借款合同》约定，应按国家调整后的同期贷款利率加20%计算利息。,0,0,1,0,0,0,0,0,0,0,3779
根据相关法律规定，保证人承担保证责任后，有权向债务人追偿，故安阳市小额贷款担保中心承担保证责任后，苏智宏应向安阳市小额贷款担保中心清偿债务，因苏智宏已偿还50000元，故安阳市小额贷款担保中心要求苏智宏支付逾期利息5676元的诉讼请求，本院予以支持。,0,0,0,0,0,0,0,0,1,0,2406
2014年12月9日，原告与工商银行签订《债权转让协议》，工商银行将其对被告圆通公司享有的本案债权转让给原告。,1,0,0,1,0,0,0,0,0,0,1606
关于被告朱梅花主张，本案借款用途系新贷归还旧贷，其不知晓该借款用途，无需承担保证责任；,0,0,0,0,0,0,0,0,0,0,6181
借款逾期的罚息利率为贷款利率上浮50%；,0,0,0,0,0,0,0,0,0,0,6070
2012年10月26日，浙江省瑞安市人民法院作出（2012）温瑞破（预）字第4号民事裁定书，裁定受理主债务人生活秀集团破产清算。,0,0,0,0,0,0,0,0,0,0,5106
原告依法取代招商银行股份有限公司温州龙湾支行成为上述借款合同项下全部债权的债权人。,1,0,0,0,0,0,0,0,0,0,1404
三、被上诉人本溪市万顺氧气厂、本溪市四海气体厂、辽宁泰都医用液态氧制造有限公司各自在一千四百五十万元债务限额范围内对本溪市万顺气体有限公司尚欠的上述借款本金及利息承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,5049
2013年8月16日，原告与原债权银行签订编号为中信杭资转2013-03-嘉08号《分户债权转让协议》，双方约定自2013年5月30日起，原债权银行将上述债权转让给原告，自债权转让之日起，与转让标的相关的全部从权利（包括但不限于保证权、抵押权、质押权）也同时转移至原告。,1,0,0,0,0,0,0,0,0,0,3578
上述协议签订后，根据庄吉船业公司的申请，中行温州分行向庄吉船业公司签发了承兑汇票1张，金额为1000万元，到期日为2013年2月10日。,0,1,0,1,0,1,0,0,0,0,1833
联邦伟业公司如未偿还任何一期重组收益的，则自逾期日的次日起，华融北分公司有权对全部未还的重组债务本金在本协议第1.4条款约定的重组收益率基础上加收11.5%／年，即重组收益率提高至25%／年；,0,0,0,0,0,1,0,0,0,0,6091
对当事人无异议的证据，本院予以确认并在卷佐证。,0,0,0,0,0,0,0,0,0,0,382
嘉祥县农村信用合作联社将本案债权转让给原告盛大公司，并依法履行了通知债务人的法定义务，该债权转让合法有效，原告盛大公司现为案涉债权的合法债权人，有权要求被告重特公司、郭华伟、邵遵勇在最高债权余额3000万元范围内对借款本息承担连带清偿责任。,1,0,0,0,0,0,0,0,0,0,6594
2000年5月20日，海丰农行将涉案贷款本金100000元及利息51710元（计至2000年5月20日）的债权转让给长城广州办事处，双方向被告刘友文发出编号为NO00009738的《债权转移确认通知书》，该通知书载明：债务人为刘友文、原债权人为中国农业银行海丰县支行、债务数额为借款本息151710元（其中，本金100000元，利息51710元）等。,1,0,0,0,0,0,0,0,0,0,3185
原告合法取得了涉案债权，取代了江苏银行在涉案《流动资金借款合同》中债权人的地位，其有权向被告宝瑞公司主张权利。,0,0,1,0,0,0,0,0,0,0,5823
永康工行将上述借款合同的所有债权转让给了中国华融资产管理股份有限公司，中国华融资产管理股份有限公司又转给了原告并将转让通知各被告，故原告取得了向各被告追偿的权利。,1,0,1,0,0,0,0,0,0,0,2006
被告嘉利珂公司于2014年10月22日归还编号为FL140005SX的《外汇借款展期合同》项下的借款本金2300000美元。,0,0,1,0,1,0,0,0,0,0,999
原告诉称：大连市金州区农村信用合作社（以下简称农信社）向被告发放贷款3万元，被告逾期未偿还，经农信社多次催要，至今尚欠贷款本金3万元以及利息未还。,0,1,0,1,0,0,0,1,0,0,346
但原告中国东方资产管理公司杭州办事处优先受偿的范围与其合同编号温交银2012年25最抵字505号《最高额抵押合同》项下担保的其他债权合计不超过55万元。,0,0,0,0,0,0,0,0,0,0,7341
一、被告杭州大通钢铁有限公司于本判决生效后十日内归还原告中国信达资产管理股份有限公司浙江省分公司垫款本金7686495.09元及罚息260325.07元（罚息暂计算至2014年8月31日，此后按日万分之五计算至垫款本金还清日止）。,0,0,0,0,1,0,0,0,0,0,1786
同日，武小萌与招行北京分行签订编号为2009崇商001-82号《个人贷款借款合同》，约定招商银行北京分行向武小萌提供647万元贷款，贷款期限为2011年1月4起到2021年1月4日止，具体贷款期限以借款借据为准，利率为年利率7.36%，利率调整方式为固定日（每年1月1日）调整。,0,1,1,1,0,0,0,0,0,0,5938
，双方的借款关系合法有效，应受法律保护。,0,0,0,0,0,0,0,0,0,0,4472
2005年2月1日，中国信达资产管理公司杭州办事处和中国东方资产管理公司杭州办事处联合在《浙江日报》刊登债权转让暨催收公告，催促浙江省长兴水泥厂和浙江兴宝龙建材有限公司履行还款义务。,1,0,0,0,0,0,0,1,0,0,3144
一、被告南阳长城集团淅川毛堂黄金有限公司于本判决生效之日起十日内向原告北京华梦资产管理有限公司偿还675万元本金及1799.3124万元利息。,0,1,0,0,1,0,0,0,1,0,1871
五、被告童品德对被告浙江越达石化有限公司所负的上述第一项债务承担连带清偿责任，但其承担连带保证责任的范围与编号为2012年保字第701212-2号《最高额不可撤销担保书》项下担保的其他债务合计不超过2800万元。,0,0,0,0,0,0,1,0,0,1,5960
